Column1,Column2,Column3,Column4,Column5,Column6,Column7
player_id,player_name,player_number,position,country,date_of_birth,height
p28435,Mineiro,\N,Midfielder,Brazil,1975-08-02,175
p28440,Denilson,\N,Midfielder,Brazil,1988-02-16,182
p28448,Lee Cattermole,\N,Midfielder,England,1988-03-21,178
p2845,Josh Low,\N,Midfielder,Wales,1979-02-15,189
p28461,Sergio Peter,\N,Midfielder,Germany,1986-10-12,173
p28462,Sam Baldock,\N,Forward,England,1989-03-15,170
p28468,Craig Gardner,\N,Defender,England,1986-11-25,178
p2848,Iyseden Christie,\N,Forward,England,1976-11-14,183
p2849,Scott Houghton,\N,Midfielder,England,1971-10-22,170
p28491,Ali Al Habsi,\N,Goalkeeper,Oman,1981-12-30,194
p28493,Tuomas Haapala,\N,Midfielder,Finland,1979-04-20,178
p28494,Ingi Højsted,\N,Midfielder,Faroe Islands,1985-11-12,174
p28495,John Obi Mikel,\N,Midfielder,Nigeria,1987-04-22,188
p28496,Paul Anderson,\N,Midfielder,England,1988-07-23,175
p28499,Wes Hoolahan,\N,Midfielder,Ireland,1982-05-20,168
p2850,O'Neill Donaldson,\N,Forward,England,1969-11-24,185
p28507,James Walker,\N,Forward,England,1987-11-25,180
p28508,Ryan Crowther,\N,Midfielder,England,1988-09-17,179
p2852,Mark Platts,\N,Midfielder,England,1979-05-23,173
p28528,Asa Hall,\N,Defender,England,1986-11-29,188
p28534,Bédi Buval,\N,Midfielder,Martinique,1986-06-16,187
p28535,Robert Sissons,\N,Midfielder,England,1988-09-29,173
p28536,James Sinclair,\N,Forward,England,1987-10-22,168
p28537,Sam Ashton,\N,Goalkeeper,England,1986-10-09,180
p28538,Paul Hopkins,\N,Forward,England,1986-11-29,173
p28539,Nick Wright,\N,Defender,England,1987-11-25,185
p28541,Fraizer Campbell,\N,Forward,England,1987-09-13,172
p28554,Samir Nasri,\N,Midfielder,France,1987-06-26,175
p28565,Michael Mancienne,\N,Defender,England,1988-01-08,184
p28566,Abou Diaby,\N,Midfielder,France,1986-05-11,191
p28568,Jamie O'Hara,\N,Midfielder,England,1986-09-25,180
p28570,Luis Jiménez,\N,,Chile,1984-06-17,182
p28573,Antonio Nocerino,\N,Midfielder,Italy,1985-04-09,175
p28575,Gláuber,\N,Defender,Brazil,1983-08-05,190
p28586,Jared Hodgkiss,\N,Defender,England,1986-11-15,168
p28587,Stuart Nicholson,\N,Forward,England,1987-02-03,178
p28588,Joel Griffiths,\N,Midfielder,Australia,1979-08-21,181
p28593,Victor Anichebe,\N,Forward,Nigeria,1988-04-23,191
p28597,Sam Williams,\N,Forward,England,1987-06-09,185
p28599,James Wesolowski,\N,Midfielder,Australia,1987-08-25,172
p28608,Guillermo Franco,\N,Forward,Mexico,1976-11-03,181
p28609,Adam Legzdins,\N,Goalkeeper,England,1986-11-28,190
p28612,Kevin Smith,\N,Forward,Scotland,1987-03-20,178
p28635,Patrick Boyle,\N,Defender,Scotland,1987-03-20,178
p28648,Hossam Ghaly,\N,Midfielder,Egypt,1981-12-15,183
p28649,Madjid Bougherra,\N,Defender,Algeria,1982-10-07,190
p28650,Williams Martínez,\N,Defender,Uruguay,0000-00-00,\N
p28654,Martin Olsson,\N,Defender,Sweden,1988-05-17,178
p28655,Daniel Jones,\N,Defender,England,1986-12-23,188
p28657,Filipe Morais,\N,Midfielder,Portugal,1985-11-21,175
p28687,Chris Robertson,\N,Defender,Scotland,1985-10-11,191
p28690,Pablo Hernández,\N,Midfielder,Spain,1985-04-11,173
p2875,Barry Richardson,\N,,England,1969-05-08,185
p2882,Guy Branston,\N,Defender,England,1979-01-09,185
p2892,Michael Barron,\N,Defender,England,1974-12-22,180
p2894,Rob Newman,\N,Defender,England,1963-12-13,188
p2902,David Brown,\N,Forward,England,1978-10-02,178
p2906,John Eyre,\N,Forward,England,1974-10-09,185
p2907,Michael Duff,\N,Defender,Northern Ireland,1978-01-11,185
p2912,Andy Dibble,\N,Goalkeeper,England,1965-05-08,188
p2933,Chris Freestone,\N,Forward,England,1971-04-09,180
p2941,Richard Walker,\N,Forward,England,1971-11-09,178
p2953,Paul Crichton,\N,Goalkeeper,England,1968-10-03,185
p2958,Richard Barker,\N,Forward,England,1975-05-30,183
p2964,Tommy Miller,\N,Midfielder,England,1979-01-08,185
p2968,Glen Little,\N,Midfielder,England,1975-10-15,191
p2969,Paul Cook,\N,Midfielder,England,1967-02-22,180
p2970,Simon Davies,\N,Midfielder,Wales,1974-04-23,183
p2974,Sam Shilton,\N,Midfielder,England,1978-07-21,178
p29788,Jostein Flo,\N,Forward,Norway,1964-10-03,192
p2987,Stuart Whittaker,\N,Midfielder,England,1975-01-02,170
p2994,Tom Cowan,\N,Defender,Scotland,1969-06-28,174
p2999,Rae Ingram,\N,Defender,England,1974-12-06,180
p3,Ryan Giggs,\N,Midfielder,Wales,1973-11-29,180
p3003,Neil Tolson,\N,Forward,England,1973-10-25,191
p3004,Tony Caig,\N,,England,1974-04-11,183
p3005,Andrew Couzens,\N,Defender,England,1975-06-04,175
p3008,John Hills,\N,Defender,England,1978-04-21,185
p3009,Russell Beardsmore,\N,Midfielder,England,1968-09-28,168
p3010,David Bardsley,\N,Defender,England,1964-09-11,178
p3011,Clarke Carlisle,\N,Defender,England,1979-10-14,191
p3013,Martin Carruthers,\N,Forward,England,1972-08-07,180
p3015,Ian Cox,\N,Defender,Trinidad & Tobago,1971-03-25,183
p3021,Brett Ormerod,\N,Forward,England,1976-10-18,178
p3022,Mark Tinkler,\N,Midfielder,England,1974-10-24,188
p3024,Marvin Bryan,\N,Midfielder,England,1975-08-02,183
p3031,Paul Beesley,\N,Defender,England,1965-07-21,185
p3032,Carl Fletcher,\N,Midfielder,Wales,1980-04-07,178
p3037,Daniel Coid,\N,Defender,England,1981-10-03,180
p3039,Adam Rachel,\N,Goalkeeper,England,1976-12-10,180
p3040,Eddie Howe,\N,Defender,England,1977-11-29,180
p3044,Tom Evans,\N,Goalkeeper,England,1976-12-31,183
p3045,Nigel Worthington,\N,Defender,Northern Ireland,1961-11-04,180
p3046,Richard Hughes,\N,Midfielder,Scotland,1979-06-25,175
p3047,Scott Mean,\N,Midfielder,England,1973-12-13,180
p3050,Neil Cutler,\N,,England,1976-09-03,185
p3059,Mattie Woods,\N,Defender,England,1976-09-09,185
p3060,Steve Robinson,\N,Midfielder,Northern Ireland,1974-12-10,173
p3063,Mark Stein,\N,Forward,England,1966-01-28,168
p3074,Christer Warren,\N,Forward,England,1974-10-10,180
p3075,Gordon Watson,\N,Forward,England,1971-03-20,178
p3079,Danny Boxall,\N,Defender,England,1977-08-25,180
p3081,Robert Quinn,\N,Midfielder,England,1976-11-08,180
p3083,Darren Powell,\N,Defender,England,1976-03-10,193
p3084,Paul Williams,\N,Defender,England,1969-09-11,170
p3088,Gavin Mahon,\N,Midfielder,England,1977-01-02,185
p3090,Lee Hodges,\N,Midfielder,England,1978-03-02,183
p3092,Chris Swailes,\N,Defender,England,1970-10-19,188
p3096,Andrew Scott,\N,Forward,England,1972-08-02,185
p3098,John Gayle,\N,Forward,England,1964-07-30,188
p3100,Martin Rowlands,\N,Midfielder,Ireland,1979-02-08,175
p3102,Tony Folan,\N,Midfielder,Ireland,1978-09-18,178
p3109,Trevor Challis,\N,Defender,England,1975-10-23,170
p3112,Andy Thomson,\N,Defender,England,1974-03-28,191
p3115,David Hillier,\N,Midfielder,England,1969-12-19,178
p3116,Michael Meaker,\N,Midfielder,Wales,1971-08-18,180
p3117,Jamie Cureton,\N,Forward,England,1975-08-28,173
p3118,Jason Roberts,\N,Forward,Grenada,1978-01-25,185
p3119,Paddy Kenny,\N,Goalkeeper,Ireland,1978-05-17,185
p3120,Brian Linighan,\N,Defender,England,1973-02-11,185
p3128,Steve Redmond,\N,Defender,England,1967-02-11,180
p3129,Gary Bull,\N,Forward,England,1966-06-12,175
p3130,Jon Hallworth,\N,Goalkeeper,England,1965-10-26,191
p3134,Andy Preece,\N,Midfielder,England,1967-03-27,188
p3148,Willie Boland,\N,Midfielder,Ireland,1975-08-06,175
p3150,Alan Lee,\N,Forward,Ireland,1978-08-21,188
p3151,Jason Bowen,\N,,Wales,1972-08-24,173
p3152,John Mullin,\N,Midfielder,England,1975-08-11,183
p3154,Adrian Littlejohn,\N,Forward,England,1970-09-26,175
p3157,Matthew Brazier,\N,Midfielder,England,1976-07-02,173
p3158,Mark Gayle,\N,,England,1969-10-21,188
p3165,Simon Brown,\N,Goalkeeper,England,1976-03-12,188
p3169,Steve Blatherwick,\N,Defender,England,1973-09-20,185
p3171,Danny Hill,\N,Midfielder,England,1974-10-01,175
p3173,Joey Keith,\N,Defender,England,1978-10-01,170
p3175,Jason Lee,\N,Forward,England,1971-05-09,191
p3177,Nathan Ellington,\N,Forward,England,1981-07-02,178
p3179,Frankie Bennett,\N,Forward,England,1969-01-13,170
p3184,Craig Middleton,\N,Forward,England,1970-09-10,180
p31858,Oliver Allen,\N,Forward,England,1986-09-07,175
p31859,James McPike,\N,Forward,Australia,1988-10-04,179
p3186,Sagi Burton,\N,Defender,St. Kitts & Nevis,1977-11-25,188
p31860,Eddie Nolan,\N,Defender,Ireland,1988-08-05,185
p31881,André Bikey,\N,,Cameroon,1985-01-08,183
p3199,David Gregory,\N,Midfielder,England,1970-01-23,180
p32004,Óscar Pérez,\N,Midfielder,Spain,1981-08-27,178
p32006,Carl Parisio,\N,Defender,France,1989-08-07,\N
p3201,Stuart Taylor,\N,Goalkeeper,England,1980-11-28,198
p3208,Vince Bartram,\N,Goalkeeper,England,1968-08-07,188
p3211,Brian Launders,\N,Midfielder,Ireland,1976-06-08,173
p3215,Jason Dozzell,\N,Midfielder,England,1967-12-09,185
p3216,Mark Patterson,\N,Forward,England,1965-05-24,168
p32259,Darren Randolph,35,Goalkeeper,Ireland,1987-05-12,188
p32265,Matty Pattison,\N,Midfielder,South Africa,1986-10-27,173
p32269,Blerim Dzemaili,\N,Midfielder,Switzerland,1986-04-12,179
p3227,Robert Earnshaw,\N,Forward,Wales,1981-04-06,173
p32272,Paulo Da Silva,\N,Defender,Paraguay,1980-02-01,180
p32275,Cristian Riveros,\N,Midfielder,Paraguay,1982-10-16,179
p32283,Omar Pouso,\N,,Uruguay,1980-02-28,183
p32285,Ignacio González,\N,Midfielder,Uruguay,1982-05-14,180
p32292,Reuben Reid,\N,Forward,England,1988-07-26,183
p3230,Geraint Williams,\N,Defender,Wales,1962-01-05,170
p32300,Jamie Ward,\N,Midfielder,Northern Ireland,1986-05-12,165
p32316,Danny Hollands,\N,,England,1985-11-06,180
p32317,Jermaine Beckford,\N,Forward,Jamaica,1983-12-09,188
p32318,Marc Wilson,\N,Midfielder,Ireland,1987-08-17,188
p3234,Lomana Lua Lua,\N,Forward,DR Congo,1980-12-28,173
p32388,Goran Popov,\N,Defender,North Macedonia,0000-00-00,\N
p3242,Gavin McGowan,\N,Defender,England,1976-01-16,180
p3244,Matthew Spring,\N,Midfielder,England,1979-11-17,180
p3247,Alan White,\N,Defender,England,1976-03-22,183
p3248,Billy Mercer,\N,Goalkeeper,England,1969-05-22,185
p3249,Tony Warner,\N,Goalkeeper,Trinidad & Tobago,1974-05-11,193
p32502,Razvan Cocis,\N,Midfielder,Romania,1983-02-19,181
p3254,Marc Joseph,\N,,Antigua & Barbuda,1976-11-10,183
p32644,Javier Mascherano,\N,Midfielder,Argentina,1984-06-08,174
p3266,Adrian Webster,\N,Midfielder,England,1980-10-10,178
p3269,Bobby Bowry,\N,Midfielder,England,1971-05-19,173
p3273,Tim Cahill,\N,Midfielder,Australia,1979-12-06,180
p3276,Clive Wilson,\N,Defender,England,1961-11-13,170
p3278,Gary Doherty,\N,Defender,Ireland,1980-01-31,187
p3282,Nicky Southall,\N,Midfielder,England,1972-01-28,178
p3284,Ian Ashbee,\N,Midfielder,England,1976-09-06,185
p3289,Matthew Taylor,\N,Defender,England,1981-11-27,178
p3290,Scott Fitzgerald,\N,Defender,England,1969-08-13,183
p3296,Emmerson Boyce,\N,Defender,Barbados,1979-09-24,180
p3298,Paul Ifill,\N,Midfielder,Barbados,1979-10-20,183
p33008,Segundo Castillo,\N,Midfielder,Ecuador,1982-05-15,180
p3301,Paul Moody,\N,Forward,England,1967-06-13,191
p33031,Diego Penny,\N,Goalkeeper,Peru,1984-04-22,197
p3306,Nigel Spink,\N,Goalkeeper,England,1958-08-08,188
p3310,Lucas Neill,\N,Defender,Australia,1978-03-09,185
p3313,Darren Ward,\N,Goalkeeper,Wales,1974-05-11,180
p3314,Trevor Benjamin,\N,Forward,Jamaica,1979-02-08,188
p33148,Claudio Bravo,\N,Goalkeeper,Chile,1983-04-13,184
p3315,Stuart Nethercott,\N,Defender,England,1973-03-21,185
p33223,Asamoah Gyan,\N,Forward,Ghana,1985-11-22,180
p3323,Mark Warren,\N,,England,1974-12-11,183
p3324,Ricky Newman,\N,Midfielder,England,1970-08-05,178
p33268,Richard Kingson,\N,Goalkeeper,Ghana,1978-06-13,183
p33298,Jean Beausejour,\N,Midfielder,Chile,1984-06-01,178
p33305,Hérita Ilunga,\N,Defender,DR Congo,1982-02-25,180
p3331,Gary Kelly,\N,Goalkeeper,England,1966-03-06,180
p3332,Steven Reid,\N,Midfielder,Ireland,1981-03-10,180
p33350,Kangana Ndiwa,\N,Midfielder,DR Congo,0000-00-00,\N
p3344,Stuart Thom,\N,Defender,England,1976-12-27,188
p3348,Peter Fear,\N,Defender,England,1973-09-10,178
p3349,Paul Gibson,\N,Goalkeeper,England,1976-01-11,188
p3353,Nyron Nosworthy,\N,Defender,Jamaica,1980-10-11,183
p3357,Paul Shaw,\N,Midfielder,England,1973-09-04,180
p3359,Graham Alexander,\N,Midfielder,Scotland,1971-10-10,180
p3365,Michael Appleton,\N,Midfielder,England,1975-12-04,173
p3367,Steve Anthrobus,\N,Forward,England,1968-11-10,183
p33730,Ahmed Fathy,\N,Midfielder,Egypt,1984-11-10,175
p33736,Mohamed Shawky,\N,Midfielder,Egypt,1981-10-05,181
p3374,John Sheridan,\N,Midfielder,Ireland,1964-10-01,175
p33749,Amr Zaki,\N,Forward,Egypt,1983-04-01,185
p3379,Clayton Blackmore,\N,Midfielder,Wales,1964-09-23,170
p3384,Steve Basham,\N,Forward,England,1977-02-12,180
p33871,Ragnar Klavan,\N,Defender,Estonia,1985-10-30,187
p3390,Leon Cort,\N,Defender,Guyana,1979-09-11,191
p3394,Scott Howie,\N,Goalkeeper,Scotland,1972-01-04,188
p3399,John Polston,\N,Defender,England,1968-06-10,180
p3408,Phil Whelan,\N,Defender,England,1972-08-07,193
p3411,Linvoy Primus,\N,Defender,England,1973-09-14,183
p3418,Chris Casper,\N,Defender,England,1975-04-28,183
p3419,Alan McLeary,\N,Defender,England,1964-06-10,178
p3421,Darren Caskey,\N,Midfielder,England,1974-08-21,173
p34285,Maynor Figueroa,\N,Defender,Honduras,1983-05-02,182
p3429,Jonathan Macken,\N,Forward,Ireland,1977-09-07,178
p34296,Wilson Palacios,\N,Midfielder,Honduras,1984-07-29,178
p3432,Keith Scott,\N,Forward,England,1967-09-06,188
p3434,Kevin Dearden,\N,Goalkeeper,England,1970-03-08,180
p34357,Bartosz Slusarski,\N,Forward,Poland,1981-12-11,186
p3436,Nicky Hammond,\N,Goalkeeper,England,1967-07-09,183
p3437,Gavin Ward,\N,Goalkeeper,England,1970-06-30,191
p3439,Neil Adams,\N,Midfielder,England,1965-11-23,173
p34392,Stéphane Sessegnon,\N,Midfielder,Benin,1984-06-01,172
p3440,Graeme Murty,\N,Defender,Scotland,1974-11-13,180
p3445,Bryan Small,\N,Defender,England,1971-11-15,175
p3446,Paul Beavers,\N,Forward,England,1978-10-02,191
p3447,Julian Darby,\N,Defender,England,1967-10-03,183
p3455,Brian Carey,\N,Defender,Ireland,1968-05-31,191
p3456,Nicky Mohan,\N,Defender,England,1970-10-06,185
p34569,Nadir Belhadj,\N,,Algeria,1982-06-18,175
p34654,Lukas Jutkiewicz,\N,Forward,England,1989-03-28,185
p3466,Jimmy Crawford,\N,Midfielder,England,1973-05-01,180
p3467,Graham Kavanagh,\N,Midfielder,Ireland,1973-12-02,178
p3472,Peter Thorne,\N,Forward,England,1973-06-21,183
p3475,Paul Brayson,\N,Forward,England,1977-09-16,163
p3477,Lee Hodges,\N,Midfielder,England,1973-04-09,175
p3478,David Lowe,\N,Forward,England,1965-08-30,178
p3479,David Oldfield,\N,Midfielder,England,1968-05-30,183
p3483,Rory Prendergast,\N,Midfielder,England,1978-04-06,173
p3484,Kyle Lightbourne,\N,Forward,Bermuda,1968-09-29,188
p3486,Colin Murdock,\N,Defender,Northern Ireland,1975-07-02,191
p3492,Paul Barrett,\N,Midfielder,England,1978-04-13,175
p3499,Danny Williams,\N,Midfielder,Wales,1979-07-12,185
p3500,Paul Connor,\N,Forward,England,1979-01-12,188
p3505,James O'Connor,\N,Midfielder,Ireland,1979-09-01,173
p3508,Xabi Alonso,\N,Midfielder,Spain,1981-11-25,183
p3510,Sean Gregan,\N,Midfielder,England,1974-03-29,188
p3512,Gary Parkinson,\N,Defender,England,1968-01-10,180
p3524,Roy Carroll,\N,Goalkeeper,Northern Ireland,1977-09-30,188
p3526,Clive Clarke,\N,Defender,Ireland,1980-01-14,185
p3529,Carl Bradshaw,\N,Midfielder,England,1968-02-10,180
p3531,Kevin Sharp,\N,Defender,Canada,1974-09-19,175
p3534,Pat McGibbon,\N,Defender,Northern Ireland,1973-09-06,188
p3538,Arjan De Zeeuw,\N,Defender,Netherlands,1970-04-16,185
p3539,Andy Liddell,\N,Forward,Scotland,1973-06-28,173
p3541,Simon Haworth,\N,Forward,England,1977-03-30,185
p3542,Martin Taylor,\N,Goalkeeper,England,1966-09-12,183
p3543,Michael O'Neill,\N,Midfielder,Northern Ireland,1969-07-05,180
p3544,Stuart Barlow,\N,Forward,England,1968-07-16,178
p3549,Scott Green,\N,Defender,England,1970-01-15,178
p3554,Jim Brennan,\N,Defender,Canada,1977-05-08,183
p3560,Shaun Taylor,\N,Defender,England,1963-02-26,185
p3566,Greg Goodridge,\N,Midfielder,Barbados,1971-07-10,168
p3574,Ian Kilford,\N,Midfielder,England,1973-06-10,178
p3579,David Lee,\N,Midfielder,England,1967-11-26,170
p3586,Paul Mortimer,\N,Midfielder,England,1968-05-08,180
p35865,Anthony Modeste,\N,Forward,France,1988-04-14,187
p359,Jordi Cruyff,\N,Forward,Netherlands,1974-02-09,185
p3593,Mark Bowen,\N,Defender,Wales,1963-12-07,173
p3594,Darren Sheridan,\N,Midfielder,England,1967-12-08,168
p3609,Scott Murray,\N,Midfielder,Scotland,1974-05-26,175
p361,Roy Keane,\N,Midfielder,Ireland,1971-08-10,180
p3614,Matt Hill,\N,Defender,England,1981-03-26,173
p36258,Hussein Yasser,\N,Midfielder,Qatar,1982-10-09,168
p3628,Stan Collymore,\N,Forward,England,1971-01-22,188
p3629,Frode Kippe,\N,Defender,Norway,1978-01-17,194
p363,Paul Scholes,\N,Midfielder,England,1974-11-16,168
p3630,Kevin Davies,\N,Forward,England,1977-03-26,183
p3631,Egil Ostenstad,\N,Forward,Norway,1972-01-02,183
p3632,Michael Reddy,\N,Forward,Ireland,1980-03-24,185
p3633,Alessandro Pistone,\N,Defender,Italy,1975-07-27,180
p3634,Andy Gray,\N,Forward,Scotland,1977-11-15,185
p3636,David Prutton,\N,Midfielder,England,1981-09-12,185
p36378,Kim Do-Heon,\N,Midfielder,South Korea,1982-07-14,175
p3641,Paolo Tramezzani,\N,Defender,Italy,1970-07-30,185
p3642,Hermann Hreidarsson,\N,Defender,Iceland,1974-07-11,191
p3643,Gareth Roberts,\N,Defender,Wales,1978-02-06,173
p3644,Stern John,\N,Forward,Trinidad & Tobago,1976-10-30,180
p3645,Omer Riza,\N,Forward,England,1979-11-08,175
p3646,Steve Harkness,\N,Defender,England,1971-08-27,178
p3647,Xavier Gravelaine,\N,Forward,France,1968-10-05,183
p3649,Gavin Johnson,\N,Midfielder,England,1970-10-10,180
p3650,Nicky Banger,\N,Forward,England,1971-02-25,175
p3651,Ivar Ingimarsson,\N,Midfielder,Iceland,1977-08-20,183
p3652,Jo Tessem,\N,Midfielder,Norway,1972-02-28,191
p3653,Helder,\N,Defender,Portugal,1971-03-21,185
p3654,Cedric Roussel,\N,Forward,Belgium,1978-01-06,190
p3657,Karl-Heinz Riedle,\N,Forward,Germany,1965-09-16,179
p36573,Mitchell Hanson,\N,Defender,England,1988-09-02,185
p36574,Mark Little,\N,Defender,England,1988-08-20,185
p3658,Jermaine Pennant,\N,Midfielder,England,1983-01-15,173
p3659,Derek McInnes,\N,Midfielder,Scotland,1971-07-05,170
p3662,Richard Knight,\N,Goalkeeper,England,1979-08-03,185
p3663,Georgi Kinkladze,\N,Midfielder,Georgia,1973-07-06,173
p3664,Avi Nimni,\N,Midfielder,Israel,1972-04-26,187
p3665,Fábio Aurélio,\N,Defender,Brazil,1979-09-24,178
p3666,Stephen Hughes,\N,Midfielder,England,1976-09-18,183
p3667,Graham Barrett,\N,Forward,Ireland,1981-10-06,178
p3668,Tommy Black,\N,Midfielder,England,1979-11-26,178
p3669,Gary Alexander,\N,Forward,England,1979-08-15,183
p3670,Stephen Bywater,\N,Goalkeeper,England,1981-06-07,188
p3672,Chris Riggott,\N,Defender,England,1980-09-01,191
p3673,Kelvin Davis,\N,Goalkeeper,England,1976-09-29,185
p3674,Gareth Grant,\N,Forward,England,1980-09-06,178
p3675,John Karelse,\N,Goalkeeper,Netherlands,1970-05-17,188
p3676,Chris Willmott,\N,Defender,England,1977-09-30,188
p3677,Joe-Max Moore,\N,Forward,United States,1971-02-23,175
p3678,Luke Chadwick,\N,Midfielder,England,1980-11-18,180
p3679,Steve Ogrizovic,\N,Goalkeeper,England,1957-09-12,196
p3680,Alan Quinn,\N,Forward,Ireland,1979-06-13,175
p3681,Matthew Jones,\N,Midfielder,Wales,1980-09-01,180
p3682,John Piercy,\N,Midfielder,England,1979-09-18,180
p3683,Jon Harley,\N,Defender,England,1979-09-26,175
p3684,Robert Wolleaston,\N,Midfielder,England,1979-12-21,180
p3685,Paul Hall,\N,Midfielder,Jamaica,1972-07-03,175
p3686,Gary McSheffrey,\N,Forward,England,1982-08-13,173
p3687,Tony Grant,\N,Midfielder,England,1974-11-14,180
p3688,Tomas Antonelius,\N,Defender,Sweden,1973-05-07,175
p36903,Gareth Bale,\N,Midfielder,Wales,1989-07-16,185
p36905,Miles Addison,\N,Defender,England,1989-01-07,189
p36906,Darcy Blake,\N,Defender,Wales,1988-12-13,165
p36907,Theo Robinson,\N,Forward,Jamaica,1989-01-22,175
p3694,Neville Southall,\N,Goalkeeper,Wales,1958-09-16,185
p36956,Ben Turner,\N,Defender,England,1988-08-21,193
p36968,Park Chu-Young,\N,Forward,South Korea,1985-07-10,182
p3699,Darren Ferguson,\N,Midfielder,Scotland,1972-02-09,178
p3700,Kevin Miller,\N,Goalkeeper,England,1969-03-15,185
p37002,Rouwen Hennings,\N,Forward,Germany,1987-08-28,180
p37011,Neal Eardley,\N,Defender,Wales,1988-11-06,180
p3702,David Tuttle,\N,Defender,England,1972-06-02,188
p37022,Jimmy Smith,\N,Midfielder,England,1987-01-07,184
p37023,Josh Walker,\N,Midfielder,England,1989-01-21,181
p37024,Tom Craddock,\N,Forward,England,1986-10-14,180
p3703,David Hughes,\N,Defender,England,1978-02-01,193
p37036,Andranik Teymourian,\N,Midfielder,Iran,1983-03-06,180
p3705,Greg Shields,\N,Defender,Scotland,1976-08-21,175
p37051,Christian Benitez,\N,Forward,Ecuador,1986-05-01,168
p37055,Luka Modric,\N,Midfielder,Croatia,1985-09-09,172
p3706,Colin Cramb,\N,Forward,Scotland,1974-06-23,180
p3707,Branko Strupar,\N,Forward,Belgium,1970-02-09,191
p37084,Bryan Ruiz,\N,Forward,Costa Rica,1985-08-18,188
p37096,Lukasz Fabianski,1,Goalkeeper,Poland,1985-04-18,190
